url,unique id,date_scrapped,announce_publication_date,vehicle brand,vehicle type,color,hand,price,city,postal code,seller,seller_name,vehicle release date,mileage,engine capacity [CC],comments
https://www.motoplanete.com/occasion-moto/36152/FZ6-98CV/fiche.html,36152,2021/06/04 - 22h18,18/01/2007,Yamaha FZ6 (98CV) 2007,Roadster,noir,,3399.0,STRASBOURG,67100.0,MOTOS SOHN,Denis,18/01/2007,18995.0,600.0,"Mot du vendeur : JOLIE MOTO, VERSION 98 CH/NON BRIDABLE, COMPLÉTEMENT D'ORIGINE, 2 PN NEUFS, RÉVISION DES 20000 kms ""OK"", GARANTIE 1 AN, EXPÉDITION POSSIBLE Assurance sur place,Gravage possible,Transport possible,Garantie 12 mois"
https://www.motoplanete.com/occasion-moto/39725/CB-500/fiche.html,39725,2021/06/04 - 22h18,15/04/2015,Honda CB 500 2015,Roadster,blanc,,4590.0,SELESTAT,67600.0,MOTOS CENTER WUCKELT,Dany,15/04/2015,10780.0,500.0,"Mot du vendeur : 47CV,ABS,Anti-démarrage,Essai sur rendez-vous,Financement possible,Reprise possible,Double des clés ,Révision faite,100% d’origine,A peu roulé,Affaire à saisir,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois"
https://www.motoplanete.com/occasion-moto/32701/SPORTSTER/fiche.html,32701,2021/06/04 - 22h18,06/06/2000,Harley-Davidson SPORTSTER 2000,Custom,noir,,6190.0,MOUGINS,6250.0,LA MAISON DE LA MOTO,Pierre ou Tanguy,06/06/2000,69240.0,883.0,"Mot du vendeur : Options :Garantie 3 mois avec possibilité d'extension à 12 mois, moto d'origine (sauf clignotants et bouchon d'essence qui ferme à clé). Harley à carburateur. Embrayage changé à 54100 kms. Moto très propre LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr"
https://www.motoplanete.com/occasion-moto/42386/STREET-TWIN-900/fiche.html,42386,2021/06/04 - 22h18,04/03/2016,Triumph STREET TWIN 900 2016,Roadster,noir,,7490.0,SEVREY,71100.0,BRITISH AVENUE,Julien TERVILLE,04/03/2016,11600.0,900.0,"Mot du vendeur : MOTO EN EXCELLENT ETAT - ENTRETIEN A JOUR - PRETE A PRENDRE LA ROUTEABS,Extension de garantie possible,Financement & Assurance possibles ,Prix hors frais d'immatriculation,Reprise possible,Garantie 3 mois TOUTES NOS MOTOS SONT CONTRÔLÉES DANS NOTRE ATELIER. GARANTIE 12 MOIS POSSIBLE DE 99€ A 239€ SELON MODÈLES.RETROUVEZ TOUTES NOS OCCASIONS SUR NOTRE CHAINE YOUTUBE! https://www.youtube.com/channel/UC01ctXm0lSxQjZ2tTpb5ehg"
https://www.motoplanete.com/occasion-moto/42517/TDM/fiche.html,42517,2021/06/04 - 22h18,02/07/2002,Yamaha TDM 2002,Trail,argent,,2690.0,MARSEILLE 15,13015.0,KING MOTO,Service commercial,02/07/2002,66700.0,900.0,"Mot du vendeur : KING MOTO MARSEILLE vous propose la moto YAMAHA TDM 900.La TDM impose avec un fort gabarit, digne d'un trail 1000 cm3. Le design est sobre et unique, alliant bio et lignes tendues. Avec ses deux optiques frontales, la TDM évoque la chouette. Les coloris sont de bon goût avec un bleu gris du plus bel effet. Au final, elle allie tradition et modernisme pour une ligne globale qui défie le temps.Afin de faciliter votre achat KING MOTO vous propose de nombreux services : le financement de 12 à 60 mois, n'hésitez pas à venir demander votre simulation, KING MOTO vous propose aussi l'assurance avec nos partenaires FMA et AMV. ,Garantie 3 mois"
https://www.motoplanete.com/occasion-moto/38983/R-1250-R/fiche.html,38983,2021/06/04 - 22h18,22/05/2020,BMW R 1250 R 2020,Roadster,blanc,,17590.0,ALBI,81000.0,Kmotors,Guillaume,22/05/2020,5400.0,1250.0,"Mot du vendeur : BMW R 1250 R HP pack confort pack touring pack dynamic hp silencieux sport collecteur chrome roue sport guidon sport valise bmw top case bmw protection alu bmw support gps bmw bequille centrale bulle sport entretien a jour consommables ok Garantie constructeur jusqu' au 22:05:2023 Financement et assurance possibles. Affaire à saisir Visible chez KMOTORS à Albi ABS,Anti-démarrage,Béquille centrale,Freinage couplé,Indicateur de rapport engagé,Poignées chauffantes,Régulateur de vitesse,Shifter,Version sport,Démarches administratives sur place,Financement & Assurance possibles ,Dépôt-vente,Garantie constructeur jusqu'au 22/05/2023"
https://www.motoplanete.com/occasion-moto/40970/GSX-R-1340-HAYABUSA/fiche.html,40970,2021/06/04 - 22h18,12/12/2007,Suzuki GSX-R 1340 HAYABUSA 2007,Sportive,gris,Première main,7990.0,ST THIBAULT DES VIGNES,77400.0,RACING MOTORBIKE,Devan,12/12/2007,45839.0,1340.0,"Mot du vendeur : RACING MOTORBIKE CONCESSIONNAIRESUZUKI - KAWASAKI Adresse : 29 AV SAINT GERMAIN DES NOYERS 77400 SAINT THIBAULT DES VIGNES Mail : racingmotorbike@orange.fr Tel : 01.60.07.24.24Vous propose cette: SUZUKI GSX-R 1340 HAYABUSAINFORMATIONS :. 1ER MAIN . ENTRETIEN DES 48000 KM effectué dans notre concession avec contrôle du jeux aux soupapes. Remplacements des fluides, des bougies, de l'huile du filtra à huile. . 2 CLEFS EQUIPEMENTS :. Filtre à air KN . Bulle Teinte. Support de plaque. Capot de selle01.60.07.24.24 racingmotorbike@orange.fr,1ère main,Dépôt-vente,Garantie 3 mois"
https://www.motoplanete.com/occasion-moto/40374/XJ6-F-DIVERSION/fiche.html,40374,2021/06/04 - 22h18,06/08/2010,Yamaha XJ6-F DIVERSION 2010,Routière & GT,gris,Première main,3890.0,LESCURE D'ALBIGEOIS,81380.0,WARMUP MOTO,Patrick,06/08/2010,29500.0,600.0,"Mot du vendeur : Poignées chauffantes,Selle confort,Support Top case,Top case,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Aucun consommable à prévoir,Double des clés ,Pont révisé,Révision faite,Première main,Très bon état général,Utilisation loisirs,1ère main,Compatible Permis A2"
https://www.motoplanete.com/occasion-moto/35454/VERSYS-X-300/fiche.html,35454,2021/06/04 - 22h18,10/11/2017,Kawasaki VERSYS-X 300 2017,Trail,vert,Première main,3990.0,LA VALETTE DU VAR,83160.0,SUPERBIKE SCOOTER,MELANIE,10/11/2017,6010.0,269.0,"Mot du vendeur : Moto Kawasaki Versys 300cc Première mise en circulation le 10/11/2017 Garantie constructeur 11/2021 car extension de garantie KAWASAKI FRANCE Assurance sur place Véhicule très propre, état quasi neuf Entretien a jour 1000 et 5000km Financement possible Contacter Mélanie 04.94.41.77.07 Dossier d'entretien complet,Manuel d‘origine,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 10/11/2021"
https://www.motoplanete.com/occasion-moto/27369/R-1200-GS/fiche.html,27369,2021/06/04 - 22h18,01/03/2017,BMW R 1200 GS 2017,Trail,argent,,16999.0,VARENNES VAUZELLES,58640.0,BOURGOGNE MOTO,Romain,01/03/2017,37999.0,1200.0,"Mot du vendeur : Clef+ double de clef + carnet origine Tout les entretiens effectué chez concessionnaire BMW, dernier entretien a 33 548 kms de Juin 2020.•Pack Dynamic: DTC, phare à LEDs, Aide au démarrage en côte Hill Start Control, shifter Pro, modes de pilotage Pro, ABS Pro, clignotants à LEDs. • Pack Confort: ligne d’échappement chromée, poignées chauffantes, Contrôle de la pression des pneus RDC, protège-main. • Pack Touring: ESA dynamic, Keyless Ride, ordinateur de bord Pro, préparation pour système de navigation, régulateur de vitesse, supports de valises •Poignées chauffantes • Système d’alarme antivol (DWA) • Projecteurs additionnels à LEDs. • Valises en aluminium • Topcase en aluminium ABS,Prise 12V,Régulateur de vitesse,Shifter,Top case 2 casques,Alarme,Clignotants Led,Feu aditionnel,Feu arrière à led,Pare brise Touring,Pare main,Poignées chauffantes,Suspension pilotée,Valises,Garantie 6 mois"
https://www.motoplanete.com/occasion-moto/24909/CM-125/fiche.html,24909,2021/06/04 - 22h18,13/01/1997,Honda CM 125 1997,Custom,bleu,,1690.0,JUAN LES PINS,6160.0,BEST OF BIKE (JUAN LES PINS),Antoine,13/01/1997,27600.0,125.0,"Mot du vendeur : très bon état générale, révision à jour, aucun consommables à prévoir,moto modifiée en style ""scrambler"",assurance possible,paiement en 4 fois sans frais possible,garantie 3 mois, ,Disponible à l'essai,Garantie 3 mois Toutes nos occasions sur https://site.yamaha-occasion.com/best-of-bike/occasionlivraison possible dans toute la france metropolitain,Du mardi au vendredide 9h00 à 12h00 et de 14h15 à 18h30Le samedi de de 9h00 à 12h00 et de 14h15 à 18h00"
https://www.motoplanete.com/occasion-moto/42488/Z-650-475CV/fiche.html,42488,2021/06/04 - 22h18,01/08/2019,Kawasaki Z 650 (47.5CV) 2019,Roadster,noir,,5790.0,PARIS 12,75012.0,FOLIE MERICOURT,Service commercial,01/08/2019,14836.0,650.0,"Mot du vendeur : Votre concession Kawasaki, Folie-Méricourt, vous propose cette magnifique Kawasaki Z 650 bridée A2 de 2nde main, vendue neuve et suivie par nos soins et totalisant 14.836 kms. La moto, dans un état proche du neuf, est équipée d'un superbe capot de selle, de protections de cadre top-bock, de protections de fourche et d'une prise USB. Véhicule en parfait état, révisé aux 12.000kms. Contrôlé par nos soins pour la vente et garantie 3 mois , aucuns frais à prévoir. Vendu avec historique d'entretien complet et ses 2 clefs. Tarif hors frais d'immatriculation. Nous finançons et assurons votre véhicule sur simple demande. Reprise possible. ************************************************* TOUTES LES PHOTOS SUR: F O L I E M E R I C O U R T . F R************************************************* ABS,Anti-démarrage,Peinture mat ,Capot de selle,Prise USB,Protection de cadre,Protection de fourche,Assurance sur place,Démarches administratives sur place,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Compatible Permis A2,Garantie 3 mois Financement sur place de 24 à 60 mois y compris sans apport, accord sous 24 heures. Voici les documents nécessaires : pièce d'identité, permis de conduire (+attestation formation 125 si concerné), 3 dernières fiches de paie, dernier avis d'imposition sur le revenu, justificatif de domicile -3 mois (facture impérativement, pas d'échéancier ni d'attestation) et RIB."
https://www.motoplanete.com/occasion-moto/42330/GLADIUS-650/fiche.html,42330,2021/06/04 - 22h18,23/09/2009,Suzuki GLADIUS 650 2009,Roadster,argent,,1500.0,PRESSIGNY LES PINS,45290.0,GAM MOTOS,Thierry,23/09/2009,30000.0,650.0,"Mot du vendeur : SUZUKI 650 GLADIUS. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n’hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,Notre référence véhicule à rappeler : 63042Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO"
https://www.motoplanete.com/occasion-moto/41013/GSX-R-750/fiche.html,41013,2021/06/04 - 22h18,01/01/1987,Suzuki GSX-R 750 1987,Sportive,bleu,,3990.0,VITROLLES,13127.0,POLE POSITION MOTOS,Jean Christophe,01/01/1987,79247.0,750.0,"Mot du vendeur : Démarre A réviser /restaurerDocuments fournis à la vente : _ carte grise japonaise (originale), _ facture, _ certificat de cession, _ certificat 846A des Douanes.* Livraison Bouches-du-Rhône = 156€ * Livraison France (hors Corse) = 276€ * Livraison Portugal et Espagne = MONCAO / moncaotir@gmail.com * Livraison Allemagne et Belgique = ANNATRANS / annatrans@sdgg.be250 350 500 600 750 RC30 CBR NSR FZR GSX GSXR ZXR ,Disponible à l'essai   Toutes nos motos sont visibles et disponibles dans notre show Room de Vitrolles en France (13127)Consultez notre stock de motos d'occasion sur notre boutique en ligne : bike-eco.fr - livraison en France possible - pole position motos vous propose plusieurs véhicules disponibles en stock - véhicules visibles dans nos locaux - pole position moto - rn 113, quartier l'agneau - 13127 vitrolles - horaires : - lundi 13h30-18h00 - mardi au vendredi 8h45-12h30 14h00-18h00 - samedi 9h00-12h30' Téléphone = 04.42.79.22.22"
https://www.motoplanete.com/occasion-moto/3037/125-DUKE/fiche.html,3037,2021/06/04 - 22h18,12/05/2020,KTM 125 DUKE 2020,Roadster,,,4390.0,MONTAUBAN,82000.0,K EXTREME,Jean Christophe,12/05/2020,547.0,125.0,"Mot du vendeur : K'EXTREME vend cette magnifique KTM 125 DUKE 547 km 2019 garantie constructeur livraison et financement classique, ou 3x sans frais possible avec CB, sur maxi 2300€. Jean-Christophe FLOCH 05.63.63.00.00 ou 06.74.09.62.16 mt 125z125 ,Garantie constructeur jusqu'au 05/06/2021"
https://www.motoplanete.com/occasion-moto/41562/VERSYS-1000/fiche.html,41562,2021/06/04 - 22h18,12/07/2019,Kawasaki VERSYS 1000 2019,Trail,blanc,,11990.0,ALES,30100.0,KAWA PASSION,Christophe ou Gérald,12/07/2019,11499.0,1000.0,"Mot du vendeur : Très propre. Options : Valises Kawasaki, Top case Kawasaki, bulle large Kawasaki. Révisée par nos soins. Reprise et financement possible. ,Disponible à l'essai,Garantie constructeur jusqu'au 12/07/2021"
https://www.motoplanete.com/occasion-moto/41203/VERSYS-650/fiche.html,41203,2021/06/04 - 22h18,18/05/2017,Kawasaki VERSYS 650 2017,Trail,vert,,8490.0,COULOMMIERS,77120.0,TEAM SG,Yohann,18/05/2017,21779.0,650.0,"Mot du vendeur : KAWASAKI VERSYS 650 GRAND TOURER vert du 18/05/2017 avec 21779 kmMoto compatible avec le permis A2, rabaissée de 30 mm + selle basseVisible chez votre concessionnaire Kawasaki Team SG 77120 Coulommiers 01.64.75.00.22 47CV,ABS,Indicateur de rapport engagé,Poignées chauffantes,Bulle fumée,Bulle réglable,Grille de radiateur,Phares antibrouillard,Protèges main,Selle basse,Top case,Valises,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Très bon état général,Véhicule en dépôt vente,Compatible Permis A2,Dépôt-vente"
https://www.motoplanete.com/occasion-moto/41764/MT-03-300/fiche.html,41764,2021/06/04 - 22h18,20/03/2019,Yamaha MT-03 300 2019,Roadster,gris,Première main,4290.0,ST ETIENNE,42100.0,TECHNIC MOTOS,Pierre-Jean ou Sylvain,20/03/2019,12500.0,320.0,"Mot du vendeur : ABS,Support de plaque,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Aucun consommable à prévoir,Révision faite,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois YAMAHA St Etienne 2 Rue Pierre Loti 42100 St EtienneOuvert du Mardi au Vendredi de 9 h à 12 h et de 14 h à 19 h et le samedi de 9 h à 12 h et de 14 h à 18 h"
