bike_brand,bike_description,bike_km,bike_model,bike_size,bike_type,bike_year,price,reference,scrap_date,source,uniq_id,url,vendor_city,vendor_country,vendor_name,vendor_type
YAMAHA,"Yamaha Y21 125  - Démarre - Type : Y21 - Carte grise collection possible - A réviser / restaurer - Ocydation - Toutes nos motos sont visibles dans notre show room à Vitrolles (13127)  - Documents fournis à la vente :  Carte grise Japonaise (original) , Facture, Certificat de cession,  Certificat 846A des douanes Françaises.  YA6, YA7, A7, HONDA, BENLY, C92, 90, SS, KAWASAKI,,,,",3776,YBR 125,125,ROUTIÈRE,1964,995.0,WT134999,2021-05-31 00:26:57.384321,moto-occasion,moto-occasion-WT134999,http://moto-occasion.motorevue.com/motos/yamaha/ybr-125/WT134999.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
YAMAHA,"Tmax 530 DX 2887 kms du 12/06/2017 première main. Toutes les campagnes de garantie sont à jour rien à prévoir. En parfait état . Options: Clignotants arrière Led plus  Yamaha, support de plaque Yamaha, bulle sport Yamaha, ligne Akrapovic  Toutes les pièces d'origine disponible .  Demandez Tom ou Sébastien,47CV,ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Poignées chauffantes,Prise 12V,Régulateur de vitesse,Béquille centrale,Bulle électrique,Bulle fumée,Bulle racing,Clignotants,Clignotants Led,Échappement homologué,Ligne complète Akrapovic,Ligne d'échappement titane ,Saute vent,Suspension réglable,Warning,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Plus de photos sur demande,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Trousse à outil,A peu roulé,Affaire à saisir,En parfait état,Faible kilométrage,Première main,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 6 mois,47CV,ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Poignées chauffantes,Prise 12V,Régulateur de vitesse,Béquille centrale,Bulle électrique,Bulle fumée,Bulle racing,Clignotants,Clignotants Led,Échappement homologué,Ligne complète Akrapovic,Ligne d'échappement titane ,Saute vent,Suspension réglable,Warning,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Plus de photos sur demande,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Trousse à outil,A peu roulé,Affaire à saisir,En parfait état,Faible kilométrage,Première main,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 6 mois",2887,Tmax 530,530,SCOOTER,2017,9800.0,WT138866,2021-05-31 00:27:00.113578,moto-occasion,moto-occasion-WT138866,http://moto-occasion.motorevue.com/motos/yamaha/tmax-530/WT138866.html,PARIS 15,FRANCE,"YAM PARIS 15, PARIS 15(75)",PROFESSIONNEL
YAMAHA,"Avec dosseret, échappement Akrapovic, bulle sport,ABS,Anti-démarrage,Financement & Assurance possibles ,Aucun consommable à prévoir,Révision faite,1ère main,Garantie 6 mois,ABS,Anti-démarrage,,Financement & Assurance possibles ,Aucun consommable à prévoir,Révision faite,1ère main,Garantie 6 mois",7560,X-MAX 400,400,SCOOTER,2013,4890.0,WT140060,2021-05-31 00:27:02.577728,moto-occasion,moto-occasion-WT140060,http://moto-occasion.motorevue.com/motos/yamaha/x-max-400/WT140060.html,LA GARENNE COLOMBES,FRANCE,"ACROMOTO, LA GARENNE COLOMBES(92)",PROFESSIONNEL
YAMAHA,"silencieux  COBRA,Anti-démarrage,Peinture métal,Pare carter,Sissy bar,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,Très bon état général,Utilisation loisirs,Véhicule en dépôt vente,Dépôt-vente,Disponible à l'essai,Anti-démarrage,Peinture métal,Pare carter,Sissy bar,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,Très bon état général,Utilisation loisirs,Véhicule en dépôt vente,Dépôt-vente,Disponible à l'essai",5500,XV 1900,950,CUSTOM,2015,6800.0,WT138293,2021-05-31 00:27:04.858247,moto-occasion,moto-occasion-WT138293,http://moto-occasion.motorevue.com/motos/yamaha/xv-1900/WT138293.html,TROYES,FRANCE,"MARTIN MOTOS, TROYES(10)",PROFESSIONNEL
HONDA,"HONDA ST 1100 PAN EUROPEAN 05/1999 SEULEMENT 22 909 KM TRES BEL ETAT, A PART QUELQUES PETITES GRIFFES SELLE CONFORT ET TOP CASE REPRISE, FINANCEMENT ET LIVRAISON POSSIBLES Demander Eric Au 03 88 76 27 66. Par Mail : honda-schumpp@orange.fr,,,,",22909,Pan-European,1100,ROUTIÈRE,1999,4500.0,WT126798,2021-05-31 00:27:08.108041,moto-occasion,moto-occasion-WT126798,http://moto-occasion.motorevue.com/motos/honda/pan-european/WT126798.html,ECKBOLSHEIM,FRANCE,"MOTOS SCHUMPP STRASBOURG, ECKBOLSHEIM(67)",PROFESSIONNEL
KAWASAKI,"KAWASAKI 1400 ZZR. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n'hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 62893  Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO,,,,",49194,ZZR1400,1400,SPORTIVE,2011,4500.0,WT139647,2021-05-31 00:27:09.649909,moto-occasion,moto-occasion-WT139647,http://moto-occasion.motorevue.com/motos/kawasaki/zzr1400/WT139647.html,PRESSIGNY LES PINS,FRANCE,"GAM MOTOS, PRESSIGNY LES PINS(45)",PROFESSIONNEL
SUZUKI,"petit choc CG  RIV,,Garantie,,,,Garantie",34000,Burgman 650,650,SCOOTER,2010,1990.0,WT107169,2021-05-31 00:27:12.285786,moto-occasion,moto-occasion-WT107169,http://moto-occasion.motorevue.com/motos/suzuki/burgman-650/WT107169.html,ARLES,FRANCE,"FULVIO MOTO, ARLES(13)",PROFESSIONNEL
YAMAHA,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, silencieux Remus, LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",45740,XJR,1300,ROADSTER,2011,6490.0,WT136570,2021-05-31 00:27:16.089032,moto-occasion,moto-occasion-WT136570,http://moto-occasion.motorevue.com/motos/yamaha/xjr/WT136570.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
BMW,"BMW bmw F800R f800r en bon état général pas de frais a prévoir clignotants a led + saut de vent,ABS,Garantie 3 mois,ABS,,,Garantie 3 mois",48000,F 800 R,800,ROADSTER,2014,4690.0,WT139868,2021-05-31 00:27:19.903748,moto-occasion,moto-occasion-WT139868,http://moto-occasion.motorevue.com/motos/bmw/f-800-r/WT139868.html,PONTAULT COMBAULT,FRANCE,"GAUVIN MOTO 2, PONTAULT COMBAULT(77)",PROFESSIONNEL
KAWASAKI,"// MOTO ROUTIERE DU 06/06/2006 //   // 12400 KLMS //  // AUCUNS FRAIS A PREVOIR // // REPRISE //  // ASSURANCE //  // LIVRAISON DANS TOUTE LA FRANCE // // EXEMPLE DE FINANCEMENT AVEC UN APPORT DE 990 EUR  ET DE 36 MENSUALITEES DE 108 EUR // // CONTACT J FRANCOIS AU 05.55.33.99.96 //,,Disponible à l'essai,Garantie 3 mois,,,,Disponible à l'essai,Garantie 3 mois",12400,Z750,750,ROUTIÈRE,2006,3990.0,WT75024,2021-05-31 00:27:22.040794,moto-occasion,moto-occasion-WT75024,http://moto-occasion.motorevue.com/motos/kawasaki/z750/WT75024.html,LIMOGES,FRANCE,"POLE MOTO LIMOGES, LIMOGES(87)",PROFESSIONNEL
YAMAHA,"YAMAHA SCR 950 de 02/2017 avec 6710 km,ABS,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Trousse à outil,En parfait état,Entièrement d'origine,Première main,1ère main,ABS,,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Trousse à outil,En parfait état,Entièrement d'origine,Première main,1ère main",6710,SCR,950,CUSTOM,2017,6799.0,WT121656,2021-05-31 00:27:24.825224,moto-occasion,moto-occasion-WT121656,http://moto-occasion.motorevue.com/motos/yamaha/scr/WT121656.html,ROISSY EN FRANCE,FRANCE,"LES 2 ROUES, ROISSY EN FRANCE(95)",PROFESSIONNEL
KAWASAKI,"Moto accidentée  Procédure RSV Moteur tournant  * Livraison Bouches-du-Rhône = 156EUR * Livraison France (hors Corse) = 276EUR * Livraison Portugal et Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com * Livraison Allemagne et Belgique = ANNATRANS +32 56 84 36 22 / annatrans@sdgg.be  NINJA, ZXR, ZZR, CBR, RR, 650, 900, 1000, 1200, 1400,,,,",26512,Ninja,650,SPORTIVE,2017,2990.0,WT140287,2021-05-31 00:27:26.636903,moto-occasion,moto-occasion-WT140287,http://moto-occasion.motorevue.com/motos/kawasaki/ninja/WT140287.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
SUZUKI,"SUZUKI GSX-S 1000. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n'hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 60990  Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO,,,,",20000,GSX-S 1000,1000,ROADSTER,2018,2000.0,WT129292,2021-05-31 00:27:29.432555,moto-occasion,moto-occasion-WT129292,http://moto-occasion.motorevue.com/motos/suzuki/gsx-s-1000/WT129292.html,PRESSIGNY LES PINS,FRANCE,"GAM MOTOS, PRESSIGNY LES PINS(45)",PROFESSIONNEL
DUCATI,"Vehicule de courtoisie moto non bridable A2,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Transport possible,Garantie constructeur jusqu'au 10/07/2022,,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Transport possible,Garantie constructeur jusqu'au 10/07/2022",2130,MONSTER 821,821,ROADSTER,2020,9990.0,WT129176,2021-05-31 00:27:32.924238,moto-occasion,moto-occasion-WT129176,http://moto-occasion.motorevue.com/motos/ducati/monster-821/WT129176.html,DURY,FRANCE,"LVM MOTOS, DURY(80)",PROFESSIONNEL
YAMAHA,"Tricity 125 ABS 2019  Faible kilométrage Etat comme neuf Aucun consommable à prévoir  Dosseret passager et carte grise offerts,ABS,Dosseret passager,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 09/02/2021,ABS,Dosseret passager,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie constructeur jusqu'au 09/02/2021",1929,Tricity,125,SCOOTER,2019,4286.0,WT101570,2021-05-31 00:27:35.505378,moto-occasion,moto-occasion-WT101570,http://moto-occasion.motorevue.com/motos/yamaha/tricity/WT101570.html,AIX EN PROVENCE,FRANCE,"SPIRIT MOTOR AIX, AIX EN PROVENCE(13)",PROFESSIONNEL
DUCATI,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, ABS LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",11950,Scrambler Classic 800,800,ROADSTER,2016,6990.0,WT139117,2021-05-31 00:27:38.328450,moto-occasion,moto-occasion-WT139117,http://moto-occasion.motorevue.com/motos/ducati/scrambler-classic-800/WT139117.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
YAMAHA,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, 1ère main, moto idéale pour jeune conducteur (permis A2), top case LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",27200,MT-03 321,660,ROADSTER,2008,3390.0,WT135921,2021-05-31 00:27:42.133404,moto-occasion,moto-occasion-WT135921,http://moto-occasion.motorevue.com/motos/yamaha/mt-03-321/WT135921.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
DUCATI,"AUVERGNE MOTOS VEND UN MONSTER 821  DU 11/06/2019  COMPATIBLE PERMIS A2  OPTIONS : - CAPOT DE SELLE - CLIGNOTANTS LEDS - SUPPORT DE PLAQUE COURT  RÉVISÉE AUCUN FRAIS A PRÉVOIR  GARANTIE CONSTRUCTEUR CRÉDIT TOTAL OU PARTIEL POSSIBLE AUVERGNE MOTOS A VOTRE SERVICE AU 04 73 15 30 00,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 11/06/2021,,,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 11/06/2021",4254,MONSTER 821,821,ROADSTER,2019,9790.0,WT119287,2021-05-31 00:27:45.824013,moto-occasion,moto-occasion-WT119287,http://moto-occasion.motorevue.com/motos/ducati/monster-821/WT119287.html,AUBIERE,FRANCE,"AUVERGNE MOTOS, AUBIERE(63)",PROFESSIONNEL
YAMAHA,"YAMAHA MT 09 EXCELLENT ETAT, ENTRETIENS REGULIERS CONCESSION , DERNIER ENTRETIEN TRES RECENT,  PNEUS NEUFS,  KIT CHAINE NEUF, SAUTE VENT,  LIGNE INTEGRALE ECHAPPEMENT INOX IXIL,  COULEUR GRIS MAT,  AMR 24584-412-80,,Garantie 3 mois,,,,Garantie 3 mois",29075,MT-09 850,850,ROUTIÈRE,2015,5890.0,WT130406,2021-05-31 00:27:47.421876,moto-occasion,moto-occasion-WT130406,http://moto-occasion.motorevue.com/motos/yamaha/mt-09-850/WT130406.html,VITTEL,FRANCE,"AMR VITTEL, VITTEL(88)",PROFESSIONNEL
SUZUKI,"Votre concessionnaire SUZUKI Moto S BIKES Ales vous propose une GSXS 1000 ABS équipé d'un saute vent, d'un support de plaque avec mini clignots led. C'est une première main, le carnet d'entretien est a jour. Double des clefs et manuel dispo. Reprise et financement possible. idem a CBF/ GSR / GSXS / MT / KTM / DUKE / YAMAYA / HONDA / KAWASAKI DUCATI / TRIUMPH / Z750 / FAZER / SV650 / SV / SHIVER / TUONO / z650 er6 mt03 ninja 300 400 gs500 Roaster cruser 310X 310R Zontes S BIKES ALES S-BIKES Z1000 GSXS GSX-S SPEED TRIPLE STREET / MONSTER / DUKE / 790 / 890 / 990 / SUPERDUKE / 1290 / TUONO / 675 / DAYTONA / MT09 / MT-09 / Z800 / Z900 / SHIVER / MT9 / MT10 / TRIPLE CB S1000R TUONO RSV Z H2 Ducati 1200 Monster S 1100 Streetfighter V4 KTM Superduke 1290 R Suzuki / Yamaha / Triumph / HONDA / BMW / SUZUKI / 1050 / RS Aprilia TUONO V4 1100 RR SBIKES S BIKES ALES,ABS,Anti-démarrage,Anti-patinage,Indicateur de rapport engagé,1ère main,Garantie 12 mois,ABS,Anti-démarrage,Anti-patinage,Indicateur de rapport engagé,,,1ère main,Garantie 12 mois",14000,GSX-S 1000,1000,ROADSTER,2020,9790.0,WT140462,2021-05-31 00:27:50.378132,moto-occasion,moto-occasion-WT140462,http://moto-occasion.motorevue.com/motos/suzuki/gsx-s-1000/WT140462.html,ALES,FRANCE,"S-BIKES, ALES(30)",PROFESSIONNEL
HONDA,"HONDA VFR 400  VEHICULE D'OCCASION Moteur 400cc   PRIX : 13500EUR  Possibilité de livraison  Groupe DSN MOTOS plus de 100 véhicules en stock disponibles.  DSN MOTOS 40 Rue de l'arrayade ZA du Béziat 40280 St Pierre du Mont  Contact :  Jeremy 05.58.75.35.48,,Garantie 3 mois,,,,Garantie 3 mois",24882,VFR,400,SPORTIVE,1994,12490.0,WT138559,2021-05-31 00:27:53.197112,moto-occasion,moto-occasion-WT138559,http://moto-occasion.motorevue.com/motos/honda/vfr/WT138559.html,ST PIERRE DU MONT,FRANCE,"DSN MOTOS 40, ST PIERRE DU MONT(40)",PROFESSIONNEL
PIAGGIO,",,1ère main,Dépôt-vente,,,,1ère main,Dépôt-vente",35900,MP3 LT 300,300,SCOOTER,2013,2990.0,WT122507,2021-05-31 00:27:56.353475,moto-occasion,moto-occasion-WT122507,http://moto-occasion.motorevue.com/motos/piaggio/mp3-lt-300/WT122507.html,ORTHEZ,FRANCE,"ORTHEZ MOTO BIKE SARL, ORTHEZ(64)",PROFESSIONNEL
MOTO GUZZI,"Moto Guzzi V7 Special 2015,  - 1 er main - Eligible permis A2  Immatriculée le 26/08/2015  Kilométrage - 46 907 kms Aucun frais à prévoir  Garantie 3 Mois (Extension possible 6 / 12 / 24 Mois)  Options :  - Poignées chauffantes  POSSIBILITE DE LIVRAISON  FINANCEMENT et REPRISE POSSIBLE  Pour plus de renseignements veuillez me contacter au 02.43.30.28.55 ou au 07.89.81.49.92,,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois,,,,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois",46907,V7 SPECIAL 750,750,ROADSTER,2015,5990.0,WT137703,2021-05-31 00:27:59.569366,moto-occasion,moto-occasion-WT137703,http://moto-occasion.motorevue.com/motos/moto-guzzi/v7-special-750/WT137703.html,MAYENNE,FRANCE,"PLANET BIKE, MAYENNE(53)",PROFESSIONNEL
SUZUKI,"GSX-S 1000 KATANA  VÉHICULE DE DÉMONSTRATION LA RÉVISION SERAS FAITE POUR LA VENTE  POUR PLUS DE RENSEIGNEMENT  ERIC  TEL 05.55.33.85.48,ABS,Anti-démarrage,Anti-patinage,ABS,Anti-démarrage,Anti-patinage,,",835,GSX-S 1000,1000,ROADSTER,2019,11800.0,WT105682,2021-05-31 00:28:02.288073,moto-occasion,moto-occasion-WT105682,http://moto-occasion.motorevue.com/motos/suzuki/gsx-s-1000/WT105682.html,LIMOGES,FRANCE,"POLE MOTO LIMOGES, LIMOGES(87)",PROFESSIONNEL
SUZUKI,"SUZUKI SV 650 N  1ERE IMMAT : 04/2007 22500 KMS  1ERE MAIN / A2  DOUBLE DE CLE / PNEU AV NEUF / KIT CHAINE NEUF / REVISION DES 24000 KMS OK  HONDA, KAWASAKI, YAMAHA, SUZUKI, BMW, APRILIA, DUCATI, TRIUMPH, CB650, CB 500, ER6N, Z650, Z900, Z800E, MT07, XJ6, GSX-S 750, SV 650, F800, SHIVER, A2,Passage de roue,Patins de protection,Assurance sur place,Démarches administratives sur place,Gravage possible,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Kit chaine neuf,Manuel d'origine,Pneu av neuf,Révision faite,1ère main,Compatible Permis A2,Dépôt-vente,,Passage de roue,Patins de protection,Assurance sur place,Démarches administratives sur place,Gravage possible,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Kit chaine neuf,Manuel d'origine,Pneu av neuf,Révision faite,1ère main,Compatible Permis A2,Dépôt-vente",22500,SV N 650,650,ROADSTER,2007,4690.0,WT140420,2021-05-31 00:28:04.087440,moto-occasion,moto-occasion-WT140420,http://moto-occasion.motorevue.com/motos/suzuki/sv-n-650/WT140420.html,ORVAULT,FRANCE,"SUZUKI NANTES, ORVAULT(44)",PROFESSIONNEL
KTM,"'extrême vend cette magnifique KTM 390 DUKE 2019 , 1138km , peut-être vendu avec ou sans l'akrapovic ( -10% sur l'échappement )   Révisée , garantie constructeur Financement classique de 12 à 60 mois et livraison possible. Jean-Christophe ou Cyril BERTELLI au 05.63.63.00.00 ou 06.74.09.62.16.,,,,",220,Duke 390,390,ROADSTER,2019,4990.0,WT106527,2021-05-31 00:28:06.598994,moto-occasion,moto-occasion-WT106527,http://moto-occasion.motorevue.com/motos/ktm/duke-390/WT106527.html,MONTAUBAN,FRANCE,"K EXTREME, MONTAUBAN(82)",PROFESSIONNEL
HONDA,",Béquille centrale,Top case,Assurance sur place,Démarches administratives sur place,Extension de garantie possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,Entièrement d'origine,Faible coût d'assurance,Faible kilométrage,Première main,Très bon état général,1ère main,Garantie 6 mois,Béquille centrale,Top case,Assurance sur place,Démarches administratives sur place,Extension de garantie possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,Entièrement d'origine,Faible coût d'assurance,Faible kilométrage,Première main,Très bon état général,1ère main,Garantie 6 mois",1389,PCX 125,125,SCOOTER,2016,2390.0,WT140197,2021-05-31 00:28:09.169454,moto-occasion,moto-occasion-WT140197,http://moto-occasion.motorevue.com/motos/honda/pcx-125/WT140197.html,ROUEN,FRANCE,"FLASH 76, ROUEN(76)",PROFESSIONNEL
SUZUKI,"SUZUKI GSF 1200 BANDIT S 1ERE IMMAT : 03/1998 41200 KMS  REVISION DES 42000 KMS OK / PNEU AR NEUF / TOUTE D'ORIGINE  OPTIONS : SUPPORT + TOPCASE  HONDA, KAWASAKI, YAMAHA, SUZUKI, BMW, APRILIA, DUCATI, TRIUMPH, CB1300, CB1000, 1100 ZRX, 1200, XJR 1200, 1300, GSX 1400...,Support Top case,Top case,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Double des clés ,Factures d'entretien,Pneu ar neuf,Disponible à l'essai,Garantie 6 mois,,Support Top case,Top case,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Double des clés ,Factures d'entretien,Pneu ar neuf,Disponible à l'essai,Garantie 6 mois",41200,BANDIT N 1250,1200,ROUTIÈRE,1998,3290.0,WT140273,2021-05-31 00:28:11.397398,moto-occasion,moto-occasion-WT140273,http://moto-occasion.motorevue.com/motos/suzuki/bandit-n-1250/WT140273.html,ORVAULT,FRANCE,"SUZUKI NANTES, ORVAULT(44)",PROFESSIONNEL
KTM,"Moto neuve modèle 2020. - Moto : 10299EUR  - Kit deco réplica : 250EURTTC - Silencieux FMF 4.1 : 550EUR TTC - Selle Factory : 184EUR TTC   Promo à 9200EUR au lieu de 11283EUR TTC,,1ère main,Dépôt-vente,Garantie constructeur jusqu'au 16/12/2020,,,,1ère main,Dépôt-vente,Garantie constructeur jusqu'au 16/12/2020",569,250 EXC F,250,ENDURO,2020,8900.0,WT128556,2021-05-31 00:28:14.337401,moto-occasion,moto-occasion-WT128556,http://moto-occasion.motorevue.com/motos/ktm/250-exc-f/WT128556.html,ST GERMAIN LAPRADE,FRANCE,"TECHNO BIKE 43, ST GERMAIN LAPRADE(43)",PROFESSIONNEL
BMW,"BMW R 1250 R AVEC 14762KM  OPTIONS: PACK CONFORT + PACK SECURITE + PACK TOURING + ROUE SPORT + SHIFTER + HP SILENCIEUX SPORT +KEYLESS + MODE PILOTAGE PRO +ESA + BEQUILLE CENTRALE   ACCESSOIRES: BULLE HAUTE + PORTE BAGAGES  R1250R R1250 1250R  JMS MOTOS BMW 5 avenue de Saint Chamand 84000 AVIGNON Tel: 04.65.00.00.65,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Reprise possible,Disponible à l'essai,Garantie constructeur jusqu'au 24/05/2022,,,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Reprise possible,Disponible à l'essai,Garantie constructeur jusqu'au 24/05/2022",14762,R 1200 R,1254,ROUTIÈRE,2019,15990.0,WT131026,2021-05-31 00:28:18.023627,moto-occasion,moto-occasion-WT131026,http://moto-occasion.motorevue.com/motos/bmw/r-1200-r/WT131026.html,AVIGNON,FRANCE,"JMS YAM STORE, AVIGNON(84)",PROFESSIONNEL
YAMAHA,"Moto en très bon état, aucun frais à prévoir. Moto entièrement d'origine. Garantie 6 mois Financement possible pour 218EUR/ mois* sur 24 mois avec un apport initial de 2050EUR (modulable sur demande).,Anti-démarrage,Extension de garantie possible,Financement & Assurance possibles ,Transport possible,Garantie 6 mois,Anti-démarrage,,Extension de garantie possible,Financement & Assurance possibles ,Transport possible,Garantie 6 mois",29040,MT-01 1700,1700,ROADSTER,2005,6799.0,WT139768,2021-05-31 00:28:22.069293,moto-occasion,moto-occasion-WT139768,http://moto-occasion.motorevue.com/motos/yamaha/mt-01-1700/WT139768.html,NIMES,FRANCE,"POLE 30 OCCASION, NIMES(30)",PROFESSIONNEL
YAMAHA,"Roadster YAMAHA FZ1 1000 Accidenté, en procédure RSV  VEHICULE EN PROCEDURE RSV  - Si vous êtes un particulier, vendue uniquement pour la pièce détachée (récupération de pièces, piste, circuit, compétition, stunt)     - Si vous êtes professionnel, ce véhicule vous sera vendu avec son dossier RSV complet (1er rapport d'expertise et carte grise originale) - Livraison en  France possible - Vente à l'export possible,,,,",22000,FZ1 N 1000,1000,ROADSTER,2007,1990.0,WT127430,2021-05-31 00:28:24.962445,moto-occasion,moto-occasion-WT127430,http://moto-occasion.motorevue.com/motos/yamaha/fz1-n-1000/WT127430.html,VITROLLES,FRANCE,"POLE POSITION MOTOS, VITROLLES(13)",PROFESSIONNEL
KTM,".VÉHICULE VENDU EN PROCÉDURE RSV/VEI AUX PROFESSIONNELS OU EN PIÈCES DÉTACHÉES AUX PARTICULIERS OU POUR USAGE SUR PISTE. -LA CARTE GRISE ORIGINALE EST DISPONIBLE POUR LA VENTE A L EXPORT UNIQUEMENT N° 12149,,,,",1000,Duke 125,125,ROADSTER,2018,1800.0,WT114165,2021-05-31 00:28:27.852373,moto-occasion,moto-occasion-WT114165,http://moto-occasion.motorevue.com/motos/ktm/duke-125/WT114165.html,ARLES,FRANCE,"FULVIO MOTO, ARLES(13)",PROFESSIONNEL
